id,rxn_smiles,retro_templates,cano_rxn_smiles
124,[CH2:1]([O:7][CH2:8][C:9]1[O:13][CH:12]=[CH:11][CH:10]=1)[C:2]1[O:6][CH:5]=[CH:4][CH:3]=1.[CH3:14]C1OC(CBr)=CC=1>CCOCC>[CH2:8]([O:7][CH2:1][C:2]1[O:6][C:5]([CH3:14])=[CH:4][CH:3]=1)[C:9]1[O:13][CH:12]=[CH:11][CH:10]=1,[#8;a:2]:[c;H0;D3;+0:3](-[CH3;D1;+0:1]):[c:4]>>Br-C-c1:c:c:c(-[CH3;D1;+0:1]):o:1.[#8;a:2]:[cH;D2;+0:3]:[c:4],Cc1ccc(CBr)o1.c1coc(COCc2ccco2)c1>CCOCC>Cc1ccc(COCc2ccco2)o1
135,[CH3:1][O:2][C:3](=[O:17])[C:4]1[C:9]([N+:10]([O-])=O)=[CH:8][C:7]2[O:13][CH2:14][CH2:15][O:16][C:6]=2[CH:5]=1>[Pd].C(O)(=O)C>[CH3:1][O:2][C:3](=[O:17])[C:4]1[C:9]([NH2:10])=[CH:8][C:7]2[O:13][CH2:14][CH2:15][O:16][C:6]=2[CH:5]=1,[NH2;D1;+0:1]-[c:2]>>O=[N+;H0;D3:1](-[O-])-[c:2],COC(=O)c1cc2c(cc1[N+](=O)[O-])OCCO2>CC(=O)O.[Pd]>COC(=O)c1cc2c(cc1N)OCCO2
121,[CH3:11][CH:12]([CH3:18])[CH2:13][CH2:14][C:15](=O)[CH3:16].[N:19](Cl)=O.[CH3:1][CH:2]([CH3:10])[CH2:3][C:4](=[N:8]O)[C:5](=O)[CH3:6]>[Zn].C(O)(=O)C>[CH3:6][C:5]1[C:4]([CH2:3][CH:2]([CH3:10])[CH3:1])=[N:8][C:15]([CH3:16])=[C:14]([CH2:13][CH:12]([CH3:18])[CH3:11])[N:19]=1,[C:10]-[c;H0;D3;+0:9]1:[n;H0;D2;+0:1]:[c;H0;D3;+0:5](-[C;D1;H3:6]):[c;H0;D3;+0:3](-[C:4]):[n;H0;D2;+0:2]:[c;H0;D3;+0:7]:1-[C;D1;H3:8]>>Cl-[N;H0;D2;+0:1]=O.O-[N;H0;D2;+0:2]=[C;H0;D3;+0:3](-[C:4])-[C;H0;D3;+0:5](=O)-[C;D1;H3:6].O=[C;H0;D3;+0:7](-[C;D1;H3:8])-[CH2;D2;+0:9]-[C:10],CC(=O)C(CC(C)C)=NO.CC(=O)CCC(C)C.O=NCl>CC(=O)O.[Zn]>Cc1nc(CC(C)C)c(C)nc1CC(C)C
120,[N:1](=[C:3]([CH2:7][CH2:8][CH2:9][CH3:10])[C:4](=O)[CH3:5])O.[CH3:11][C:12](=O)[CH2:13][CH2:14][CH2:15][CH2:16][CH3:17].[N:19](Cl)=O>C(O)(=O)C>[CH3:11][C:12]1[C:13]([CH2:14][CH2:15][CH2:16][CH3:17])=[N:19][C:4]([CH3:5])=[C:3]([CH2:7][CH2:8][CH2:9][CH3:10])[N:1]=1,[C:10]-[c;H0;D3;+0:9]1:[n;H0;D2;+0:1]:[c;H0;D3;+0:5](-[C;D1;H3:6]):[c;H0;D3;+0:3](-[C:4]):[n;H0;D2;+0:2]:[c;H0;D3;+0:7]:1-[C;D1;H3:8]>>Cl-[N;H0;D2;+0:1]=O.O-[N;H0;D2;+0:2]=[C;H0;D3;+0:3](-[C:4])-[C;H0;D3;+0:5](=O)-[C;D1;H3:6].O=[C;H0;D3;+0:7](-[C;D1;H3:8])-[CH2;D2;+0:9]-[C:10],CCCCC(=NO)C(C)=O.CCCCCC(C)=O.O=NCl>CC(=O)O>CCCCc1nc(C)c(CCCC)nc1C
134,[CH3:1][O:2][C:3](=[O:14])[C:4]1[CH:9]=[CH:8][C:7]2[O:10][CH2:11][CH2:12][O:13][C:6]=2[CH:5]=1.[N+:15]([O-])([OH:17])=[O:16]>C(O)(=O)C>[CH3:1][O:2][C:3](=[O:14])[C:4]1[C:9]([N+:15]([O-:17])=[O:16])=[CH:8][C:7]2[O:10][CH2:11][CH2:12][O:13][C:6]=2[CH:5]=1,[#8:1]-[C:2](=[O;D1;H0:3])-[c:4]:[c;H0;D3;+0:5](:[c:6])-[N+;H0;D3:7](-[O-;H0;D1:9])=[O;D1;H0:8]>>[#8:1]-[C:2](=[O;D1;H0:3])-[c:4]:[cH;D2;+0:5]:[c:6].[O-]-[N+;H0;D3:7](=[O;D1;H0:8])-[OH;D1;+0:9],COC(=O)c1ccc2c(c1)OCCO2.O=[N+]([O-])O>CC(=O)O>COC(=O)c1cc2c(cc1[N+](=O)[O-])OCCO2
123,[CH3:13][C:14](=O)[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH3:21].[N:23](Cl)=O.[N:1](=[C:3]([CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH3:12])[C:4](=O)[CH3:5])O>[Zn].C(O)(=O)C>[CH3:13][C:14]1[C:15]([CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH3:21])=[N:23][C:4]([CH3:5])=[C:3]([CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH3:12])[N:1]=1,[C:10]-[c;H0;D3;+0:9]1:[n;H0;D2;+0:1]:[c;H0;D3;+0:5](-[C;D1;H3:6]):[c;H0;D3;+0:3](-[C:4]):[n;H0;D2;+0:2]:[c;H0;D3;+0:7]:1-[C;D1;H3:8]>>Cl-[N;H0;D2;+0:1]=O.O-[N;H0;D2;+0:2]=[C;H0;D3;+0:3](-[C:4])-[C;H0;D3;+0:5](=O)-[C;D1;H3:6].O=[C;H0;D3;+0:7](-[C;D1;H3:8])-[CH2;D2;+0:9]-[C:10],CCCCCCC(=NO)C(C)=O.CCCCCCCC(C)=O.O=NCl>CC(=O)O.[Zn]>CCCCCCc1nc(C)c(CCCCCC)nc1C
137,[CH2:1]1[CH2:14][O:13][C:12]2[CH:11]=[C:10]3[C:5]([C:6](=O)[NH:7][CH:8]=[N:9]3)=[CH:4][C:3]=2[O:2]1.P(Cl)(Cl)([Cl:18])=O>>[Cl:18][C:6]1[C:5]2[C:10](=[CH:11][C:12]3[O:13][CH2:14][CH2:1][O:2][C:3]=3[CH:4]=2)[N:9]=[CH:8][N:7]=1,[Cl;H0;D1;+0:1]-[c;H0;D3;+0:2]1:[c:3]:[c:4]:[#7;a:5]:[c:6]:[n;H0;D2;+0:7]:1>>Cl-P(-Cl)(=O)-[Cl;H0;D1;+0:1].O=[c;H0;D3;+0:2]1:[c:3]:[c:4]:[#7;a:5]:[c:6]:[nH;D2;+0:7]:1,O=P(Cl)(Cl)Cl.O=c1[nH]cnc2cc3c(cc12)OCCO3>>Clc1ncnc2cc3c(cc12)OCCO3
139,S(OCC)(O[CH2:16][CH3:17])(=O)=O.[CH3:1][N:2]([CH3:11])[C:3]1[N:8]=[C:7]([OH:9])[CH:6]=[C:5]([OH:10])[N:4]=1>[OH-].[Na+]>[CH3:1][N:2]([CH3:11])[C:3]1[N:4]=[C:5]([O:10][CH2:16][CH3:17])[CH:6]=[C:7]([OH:9])[N:8]=1,[#7;a:3]:[c:4]-[O;H0;D2;+0:5]-[CH2;D2;+0:1]-[C;D1;H3:2]>>C-C-O-S(=O)(=O)-O-[CH2;D2;+0:1]-[C;D1;H3:2].[#7;a:3]:[c:4]-[OH;D1;+0:5],CCOS(=O)(=O)OCC.CN(C)c1nc(O)cc(O)n1>[Na+].[OH-]>CCOc1cc(O)nc(N(C)C)n1
133,Br[CH2:17][CH2:18]Br.[CH3:1][O:2][C:3](=[O:12])[C:4]1[CH:9]=[CH:8][C:7]([OH:10])=[C:6]([OH:11])[CH:5]=1>CO>[CH3:1][O:2][C:3](=[O:12])[C:4]1[CH:9]=[CH:8][C:7]2[O:10][CH2:17][CH2:18][O:11][C:6]=2[CH:5]=1,[CH2;D2;+0:1]1-[CH2;D2;+0:2]-[O;H0;D2;+0:6]-[c:5]:[c:4]-[O;H0;D2;+0:3]-1>>Br-[CH2;D2;+0:1]-[CH2;D2;+0:2]-Br.[OH;D1;+0:3]-[c:4]:[c:5]-[OH;D1;+0:6],BrCCBr.COC(=O)c1ccc(O)c(O)c1>CO>COC(=O)c1ccc2c(c1)OCCO2
138,[CH2:1]([N:3]([CH2:12][CH3:13])[C:4]1[N:9]=[C:8]([OH:10])[CH:7]=[C:6]([OH:11])[N:5]=1)[CH3:2].S(OC)(O[CH3:18])(=O)=O>[OH-].[Na+]>[CH2:12]([N:3]([CH2:1][CH3:2])[C:4]1[N:5]=[C:6]([O:11][CH3:18])[CH:7]=[C:8]([OH:10])[N:9]=1)[CH3:13],[#7;a:2]:[c:3]-[O;H0;D2;+0:4]-[CH3;D1;+0:1]>>C-O-S(=O)(=O)-O-[CH3;D1;+0:1].[#7;a:2]:[c:3]-[OH;D1;+0:4],CCN(CC)c1nc(O)cc(O)n1.COS(=O)(=O)OC>[Na+].[OH-]>CCN(CC)c1nc(O)cc(OC)n1
